,name,place_id,types,price_level,rating,user_ratings_total,vicinity,plus_code.global_code,geometry.location.lat,geometry.location.lng
864,Sam-Lor Thai,ChIJs4vYogBljEcR3uPm2AcanQ4,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.3,88,"Rue de Monthoux 17, Genève",8FR8646X+4G,46.2103289,6.1488623
865,L'Edelweiss,ChIJyX9KHlFljEcRTep2M0JDT2c,"['restaurant', 'point_of_interest', 'food', 'establishment']",2,4.3,856,"Pl. de la Navigation 2, Genève",8FR8646X+HX,46.211387,6.149979
866,MY MEAT STEAKHOUSE,ChIJ5XRMje9ljEcR2asitQXD0G8,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.4,24,"Rue des Pâquis 37, Genève",8FR8646X+RR,46.212094,6.1495944
867,Le Restaurant,ChIJLwqXG91ljEcRNc7dtXfWwvk,"['restaurant', 'food', 'point_of_interest', 'establishment']",,0,0,"Pl. de la Navigation, Genève",8FR8646X+HR,46.2114553,6.1495814
868,Le Blason,ChIJK2-ZDyRljEcRf3Dxavo721E,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.3,16,"Rue des Pâquis 23, Genève",8FR8646X+FH,46.2112394,6.1489075
869,Les Saveurs du Liban,ChIJ1woGjCNljEcRtnleoA2f2YE,"['restaurant', 'meal_delivery', 'point_of_interest', 'food', 'establishment']",2,4.1,461,"Pl. de la Navigation 8, Genève",8FR86562+Q2,46.2119995,6.1500817
870,Le Dim Sum Gourmand,ChIJqYsh2UFljEcRbUnpGWtNuuU,"['restaurant', 'point_of_interest', 'food', 'establishment']",,4.8,135,"Rue du Prieuré 5, Genève",8FR8647X+CC,46.213539,6.148623
871,Restaurant Le Réfectoire,ChIJebo8SCJljEcRLbUItdajm6U,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4,4,"Rue Rothschild 22, Genève",8FR86572+V4,46.2145448,6.1503179
872,Restaurant Arabesque,ChIJFSXo9yJljEcRHHmTEp_AfGk,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,4.3,151,"Quai Wilson 47, Genève",8FR86572+JJ,46.2140232,6.1515864
873,Restaurant la Perle du Lac,ChIJ7_72dBlljEcRW2JfynJbcds,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,3.9,593,"Rue de Lausanne 126, Genève",8FR865C3+33,46.2201312,6.1527456
874,Black Tap,ChIJwzaVGTJljEcRL6krXIHKph8,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.4,1947,"Cr de Rive 6, Genève",8FR86523+H4,46.2014568,6.152913
875,Edward's,ChIJsyq52C1ljEcR61nuhQCGGpg,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.1,140,"Rue du Vieux-Collège 1, Genève",8FR8642X+RX,46.2020502,6.1500194
876,Sushi Shop,ChIJKQvG-i1ljEcREinobmZ_IHs,"['restaurant', 'food', 'point_of_interest', 'establishment']",,3.5,154,"Rue du Vieux-Collège 10, Genève",8FR86522+JC,46.2015424,6.1510304
877,Le Lin-Xiang,ChIJj-t_ES5ljEcRUwz2sclnv0A,"['restaurant', 'food', 'point_of_interest', 'establishment']",,3.9,125,"Rue du Prince 8, Genève",8FR86532+49,46.2027605,6.1509663
878,Sushi Train Genève,ChIJX-AlXi5ljEcRjnJzjotjWCE,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4,292,"Rue Neuve-du-Molard 21, Genève",8FR8643X+8V,46.2032944,6.1496979
879,McDonald’s,ChIJ-wXg9zFljEcROYaIkweg4dE,"['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment']",2,3.7,2274,"Cr de Rive 3, Genève",8FR86523+R2,46.2020349,6.1526247
880,La Potinière Genève,ChIJrxA8NS5ljEcRAzQOIQ9-iX4,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",2,4.1,886,"Le Jardin Anglais, Geneva",8FR86532+QF,46.2044028,6.1511278
881,Lòu one,ChIJqbMe8yRljEcRvrY99hGfQoM,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4,208,"Quai du Mont-Blanc 19, Genève",8FR86552+W7,46.2098109,6.1506299
882,Restaurant la Grappe d'Or,ChIJMSg5GiRljEcRP-U-kb4Kd8I,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4,219,"Rue des Pâquis 19, Genève",8FR8646X+9F,46.2109129,6.1486819
883,The Hamburger Foundation - Pâquis,ChIJHxrrfiRljEcRogBS47e2k0o,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,4.1,1350,"Rue Philippe-Plantamour 37, Genève",8FR86562+H8,46.2114407,6.1508176
884,Mikado Sushi,ChIJVco_hSNljEcRMSpvYWgccIM,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.4,218,"Rue de l'Ancien-Port 9, Genève",8FR86562+V7,46.2121505,6.1507002
885,Côté Lac,ChIJByS8fiRljEcRisRJjKHUdTk,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4,341,"Rue Philippe-Plantamour 37, Genève",8FR86562+J8,46.2116049,6.1507507
886,Bistrot Dumas,ChIJfaC3qM56jEcRaOULH6-VkeI,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.5,155,"Av. Dumas 7, Genève",8FR855R3+QV,46.1919026,6.1546834
887,Restaurant Le Grand Bleu,ChIJN_kP7s56jEcRXjjpIXtegQU,"['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment']",2,4.1,267,"Av. de Champel 28, Genève",8FR855R3+85,46.190773,6.1529529
888,Le Petit Piment,ChIJl-Fv8fF7jEcRNU77iX_YUDo,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.8,22,"Av. Alfred-Bertrand 8, Genève",8FR855R3+XP,46.1924592,6.1543549
889,Le Saigon,ChIJqRoCy896jEcReCjqYCrq3YI,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",,4.8,63,"Chem. de l'Escalade 4, Genève",8FR855Q2+X5,46.189881,6.1504475
890,M. et Mme Ly,ChIJqRoCy896jEcRQbfrL7DCb6Y,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4,10,"Chem. de l'Escalade 4, Genève",8FR855Q2+W5,46.1899217,6.1504548
891,Misuji Le Shop,ChIJ3V1pjM56jEcRkt9FkCJYetU,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",,4.3,3,"Av. de Champel 57, Genève",8FR855R3+G2,46.1912457,6.1526665
892,BOCA Geneve-Champel (Bocatas + Bar à bulles),ChIJJd6W2qF7jEcRpygwzznY_d0,"['bar', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",,4.7,27,"Plt de Champel 32, Genève",8FR855R3+VH,46.1922488,6.1539675
893,Le Pain Quotidien,ChIJdcgGuFB7jEcRD_XQfW_roFc,"['restaurant', 'bakery', 'cafe', 'store', 'food', 'point_of_interest', 'establishment']",,3.8,344,"Av. Alfred-Bertrand 1, Genève",8FR855V3+6R,46.1930879,6.1546268
894,FMR Florissant,ChIJ3zVS1sx6jEcRKwxORVudnBc,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.2,162,"Rte de Florissant 2, Genève",8FR855W3+MC,46.196734,6.1536547
895,22 Boulevard,ChIJz-8htTNljEcR5bcOIcZWgts,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.8,33,"Bd Helvétique 22, Genève",8FR86523+6Q,46.2005142,6.1544688
896,Pepita Restaurant,ChIJD9S6pzNljEcRsu934FfWY2w,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.3,129,"Rue des Glacis-de-Rive 23, Genève",8FR855X3+QX,46.1993969,6.1549842
897,BAO Steam Kitchen - Rive,ChIJDygqjr1ljEcRiiHXO_KDuYE,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.6,97,"Bd Helvétique 27, Genève",8FR86523+MQ,46.2017485,6.1544967
898,Café Léo,ChIJL2H-ijFljEcRwS1JUfJOi2U,"['restaurant', 'meal_takeaway', 'cafe', 'food', 'point_of_interest', 'establishment']",,3.9,169,"à Rive, Rue Pierre-Fatio 12, Geneva",8FR86523+R8,46.2020181,6.1533675
899,Véranda Café,ChIJrUD7-y1ljEcRJ6RB3O-N9GQ,"['restaurant', 'point_of_interest', 'food', 'establishment']",1,4.2,91,"Rue du Vieux-Collège 9, Genève",8FR86522+JJ,46.2015701,6.1515429
900,Harbor Pub,ChIJ6R97TKpljEcRWH38cuoHs9A,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.2,40,"Rue du Port 4, Genève",8FR86532+68,46.2030229,6.1507664
901,Past port Geneve,ChIJTedSFzpljEcRZVh5eI9ccko,"['restaurant', 'food', 'point_of_interest', 'establishment']",,0,0,"Pl. de Longemalle 10-12, Genève",8FR8643X+6W,46.2030452,6.1498353
902,Bateau Savoie,ChIJR9N1ty9ljEcRY9f-8XwBvAQ,"['restaurant', 'point_of_interest', 'food', 'establishment']",,4,30,"Jard. Anglais, Genève",8FR86532+X9,46.2048989,6.1508788
903,Espresso Club,ChIJyX8yCSRljEcRDe5p3amZCEA,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.3,139,"Rue des Pâquis 25, Genève",8FR8646X+HJ,46.2114026,6.1490202
904,Restaurant Don Duarte,ChIJabW_-iNljEcRQQxlLGM7Bx0,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.2,295,"Rue du Môle 5, Genève",8FR8646X+WJ,46.2123288,6.149092
905,Le Yakitori,ChIJpV4SPCRljEcRBbXhtj3TaQ4,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.4,159,"Rue de Monthoux 15, Genève",8FR8646X+4H,46.210332,6.1490224
906,K-Pub,ChIJwdbc-CNljEcRSUU-F2Qy05A,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.3,141,"Rue de la Navigation 8, Genève",8FR8646X+QG,46.2119044,6.1488399
907,E. Tamaris Restaurant Enver Yilmaz,ChIJc9CkDCRljEcRz33QsANplrE,"['restaurant', 'food', 'point_of_interest', 'establishment']",,0,0,"Pl. de la Navigation 1, Genève",8FR8646X+GR,46.211373,6.1495782
908,Nguyen-Saveurs du Vietnam,ChIJNToS-mdljEcRxkh8KlU0QHA,"['restaurant', 'point_of_interest', 'food', 'establishment']",,4.1,141,"Rue de Bâle 12, Genève",8FR8647X+3J,46.2126442,6.1490358
909,MC Restaurants La Boucherie Ame Sàrl,ChIJoRIcEc16jEcRjueW_g-lgHM,"['restaurant', 'food', 'point_of_interest', 'establishment']",,0,0,"Rue de l'Athénée 22, Genève",8FR855W2+6X,46.1955467,6.1523773
910,Gaucho Churrascaria,ChIJE-ExJM16jEcR7627g1R8xIk,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.2,533,"Chem. Malombré 1, Genève",8FR855W3+G6,46.1963589,6.1531227
911,La Fleur De Champel,ChIJP8UMJ816jEcRl1_w1HS8e1E,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4,3,"Av. Jules-Crosnier, Genève",8FR855W3+G8,46.1963314,6.1532924
912,Oli Restaurant Bar,ChIJf719wTNljEcROLvurYaklxA,"['restaurant', 'point_of_interest', 'food', 'establishment']",,4,1,"Carr de Rive 1, Genève",8FR86524+86,46.2007742,6.1555219
913,Pizza Leggera Restaurant & Pizzeria,ChIJe_HevzNljEcRbiVBC43V2x4,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",2,4.2,331,"Rue Adrien-Lachenal 6, Genève",8FR86524+66,46.2005243,6.1556102
914,Mango Deck Cours de Rive,ChIJY5VmxTNljEcR8NeVZJ2NZCk,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.4,169,"Cr de Rive 20, Genève",8FR86524+C2,46.2011164,6.1551288
915,Ferdi Geneve,ChIJV41tBfJljEcR8HEnDOeQYto,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.7,22,"Rue des Glacis-de-Rive 2, Genève",8FR86524+C3,46.2010259,6.1552481
916,Le Jardinier,ChIJo70ShulljEcRvYi8jdCUrvs,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.5,21,"Quai Wilson 37, Genève",8FR86562+VW,46.212125,6.1522892
917,Fenomeno,ChIJp3J0lCNljEcRYsdQfS0shCU,"['night_club', 'bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",2,4.2,201,"Rue des Pâquis 28, Genève",8FR86572+23,46.2125413,6.1501417
918,Terrasse Poolgarden,ChIJFSXo9yJljEcRt3HM7XBQ8iM,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",,4.5,18,"Quai Wilson 47, Genève",8FR86572+RH,46.2145615,6.1513829
919,BEEF Geneve,ChIJCadfpKBljEcRlNZh9fZa6tw,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.8,36,"Rue Adrien-Lachenal 26, Genève",8FR855X4+MF,46.1992576,6.1562444
920,Luigia,ChIJm-zLgjNljEcRvsG6ftvZ84w,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,4.2,2290,"Rue Adrien-Lachenal 24a, Genève",8FR855X4+PF,46.1993327,6.1562151
921,"Restaurant Hafez, Saveurs de la Perse",ChIJU0GZnDNljEcRrZuIovGm3a8,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.1,119,"Rue Adrien-Lachenal 22, Genève",8FR855X4+R9,46.1995794,6.1559991
922,BEEF Viandes d'exception,ChIJJ-Eq0_tljEcRdouPIq7vZQs,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.2,233,"Rue Adrien-Lachenal 26, Genève",8FR855X4+MC,46.1991667,6.1561111
923,AvoBreak,ChIJe-Mg5B9ljEcRM26dmNqvqng,"['restaurant', 'point_of_interest', 'food', 'establishment']",,4.8,39,"Rue Adrien-Lachenal 6, Genève",8FR86524+66,46.2005735,6.1556898
924,Restaurant la Belle Excuse,ChIJpaEBWX9ljEcRGatQgKJgSag,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.7,39,"Av. de Frontenex 3, Genève",8FR86524+RP,46.2019798,6.1567325
925,Le Patio Rive Gauche,ChIJf0DzNDJljEcR54igfwbF1A8,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,4.4,176,"Bd Helvétique 19, Genève",8FR86523+8M,46.200851,6.154163
926,Bistrot des Halles,ChIJGfEMuP5ljEcR0HR9-TMG7sM,"['restaurant', 'point_of_interest', 'food', 'establishment']",,4.7,28,"Bd Helvétique 29, Genève",8FR86523+RR,46.2020013,6.1546128
927,Bao Canteen Rive,ChIJf0spqYZljEcRbbypz5UOvQg,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.2,47,"Cr de Rive 11, Genève",8FR86523+PJ,46.2018598,6.1540017
928,Roberto,ChIJLzGDizFljEcRXfMnh0e_c04,"['restaurant', 'food', 'point_of_interest', 'establishment']",4,4.2,206,"Rue Pierre-Fatio 10, Genève",8FR86523+V8,46.2022105,6.1534424
929,Le Relais de l'Entrecôte,ChIJl4ICQipuqkERHFfJKR4I888,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,4.4,1612,"Rue Pierre-Fatio 6, Genève",8FR86533+2C,46.2025041,6.1535612
930,NICE Gastrobar @ Rive,ChIJTag8f6dljEcRYykcEOEjtXs,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",,4.5,22,"Bd Helvétique 33, Genève",8FR86523+XW,46.2023969,6.15486
931,Buvette des Bains,ChIJt2JaSDtljEcRIq1Zafl8h3M,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.3,782,"Quai du Mont-Blanc 30, Genève",8FR86563+4J,46.210284,6.1540556
932,Sheera Bar,ChIJQ1owRyRljEcRvTaTsTZTRMQ,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4,10,"Rue Philippe-Plantamour 19, Genève",8FR8646X+3P,46.2101326,6.1494033
933,Restaurant La Caravane Passe,ChIJ-ecSxWZmjEcRp7WW35D4cOE,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,4.4,193,"Rue Docteur-Alfred-Vincent 11, Genève",8FR8645X+XF,46.209879,6.1487453
934,La Tanière,ChIJp1p09sh6jEcRH44kGvNWPyc,"['restaurant', 'point_of_interest', 'food', 'establishment']",,4.8,132,"Av. de Miremont 31TER, Genève",8FR855Q4+GW,46.1888064,6.1572505
935,Restaurant Piscine De Carouge,ChIJyUrE5sN6jEcR_gAvDLSwiqc,"['restaurant', 'point_of_interest', 'food', 'establishment']",,3.2,5,"Rte de Veyrier 53, Carouge",8FR855P2+C9,46.185385,6.1508036
936,Le Jardin,ChIJe_awP8l6jEcRPyzReoCsYe0,"['restaurant', 'food', 'point_of_interest', 'establishment']",,5,2,"Av. Dumas 21, Genève",8FR855R4+8G,46.1908305,6.1563465
937,Gianni et Laura | Genève | Pizzeria et Restaurant Italien à Champel,ChIJsVONe8x6jEcRT4L84d8Cdyg,"['meal_delivery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",2,4.4,144,"Rue de l'Athénée 44, Genève",8FR855V4+P4,46.194263,6.155295
938,Vignes,ChIJ6dYR6sx6jEcRyYWTg2t3HBo,"['restaurant', 'point_of_interest', 'food', 'establishment']",1,4.3,49,"Rue Marignac 15, Genève",8FR855W3+8P,46.1958528,6.1543854
939,Le Bistrot Chinois,ChIJ6U_fjON7jEcR1J8UjiVxhT4,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.5,46,"Rte de Florissant 19, Genève",8FR855W4+8Q,46.1958203,6.1569298
940,"""Chez Peppino"", Pinto Giuseppe",ChIJ09yVkMx6jEcR6wYgvNRC_WY,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.1,42,"Rue de Contamines 28, Genève",8FR855W4+54,46.1954418,6.1552812
941,Restaurant Japonais Hashimoto,ChIJXeACfzNljEcRrAiWVNwAtvE,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.5,105,"Rue Adrien-Lachenal 19, Genève",8FR855X4+MM,46.1992447,6.1566289
942,Chez Kei,ChIJCZBzmjRljEcRa-YUKfX_F7Y,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.3,156,"Rte de Malagnou 6, Genève",8FR855X4+8X,46.1984162,6.1574187
943,Thé Ô D'or,ChIJVVVF6dJ6jEcRZRy-Q-XUXJw,"['restaurant', 'food', 'point_of_interest', 'establishment']",,0,0,"Bd de la Cluse 105, Genève",8FR854WX+CG,46.1959981,6.1488572
944,L.orangerie,ChIJO0yIyzNljEcRaBC1sNvpz8I,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,4.4,105,"Bd Helvétique 26, Genève",8FR86523+9V,46.2009511,6.1547485
945,Chez Sami Snack,ChIJuSGhFr1ljEcRcJLG6yCvdpU,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.6,103,"Cr de Rive 19, Genève",8FR86524+H3,46.2014064,6.1552368
946,Khora,ChIJ5UEoAfNljEcROlcilTZRQf4,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",,4.1,329,"Av. Pictet-de-Rochemont 8, Genève",8FR86524+VX,46.2022027,6.1575148
947,Umamido - Rive,ChIJV9t9bTlljEcR-djz55l-Uec,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.4,199,"Cr de Rive 18, Genève",8FR86523+CX,46.2011554,6.1549124
948,Pub L'Arbalète,ChIJaRxIHC5ljEcR6PA5BNO_pzA,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",2,4.4,509,"Rue de la Tour-Maîtresse 4, Genève",8FR86532+4J,46.2027995,6.1516659
949,La Coupole,ChIJYzs3djFljEcR6RCkB6kQuSs,"['restaurant', 'cafe', 'bar', 'point_of_interest', 'food', 'establishment']",3,4.2,317,"Rue Pierre-Fatio 15, Genève",8FR86523+VP,46.2022326,6.1542939
950,NOODL,ChIJvdOONDFljEcRu-OmlyPoAgo,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.1,238,"Rue des Eaux-Vives 8, Genève",8FR86534+6X,46.2031259,6.1573768
951,La Plancha,ChIJTSVzaTFljEcR7-kiOlJ55Dc,"['cafe', 'bar', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",3,4.3,374,"Pl. des Eaux-Vives 2, Genève",8FR86534+2C,46.2026177,6.1560802
952,La Gondola,ChIJnxY9HTFljEcR0zvZmWnvmbo,"['store', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,4.2,487,"Rue des Barques 4, Genève",8FR86534+H7,46.203922,6.155715
953,Restaurant Côté Parc,ChIJ3Qll4TNljEcRx5tmzDCi87w,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.4,36,"Rue du Parc 3, Genève",8FR86524+JG,46.2015746,6.1562873
954,Ukiyo Restaurant - Ramen & Udon,ChIJlwSi4jNljEcRP0DFDuw1gvk,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.1,356,"Av. de Frontenex 6, Genève",8FR86524+MM,46.2017121,6.1567319
955,Restaurant Les Clochettes,ChIJ5XG1FMh6jEcRjd_pwWFd8uw,"['restaurant', 'point_of_interest', 'food', 'establishment']",2,4.2,74,"Chem. des Clochettes 12, Genève",8FR855Q5+7C,46.1882156,6.1585206
956,le Florentin,ChIJK95R5jNljEcRFcwMRZBffwE,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.2,24,"Pl. des Eaux-Vives 13, Genève",8FR86524+GC,46.2012714,6.1560499
957,8 Oak Steakhouse,ChIJTTKgIFNljEcRXYjrsZp5HBM,"['restaurant', 'point_of_interest', 'food', 'establishment']",,4,357,"Rue de la Chapelle 8, Genève",8FR86525+G2,46.2013573,6.1575619
958,Planet Caviar,ChIJy0lJYjFljEcR8n0hTM-WfLQ,"['restaurant', 'meal_delivery', 'grocery_or_supermarket', 'bar', 'store', 'food', 'point_of_interest', 'establishment']",,4.6,55,"Rue Louis-Duchosal 7, Genève",8FR86524+Q6,46.201913,6.155516
959,Le Bánh Mì,ChIJFU4K_kFljEcRvTTDVlxtDp8,"['restaurant', 'food', 'point_of_interest', 'establishment']",,5,24,"Pl. des Eaux-Vives 10, Genève",8FR86524+J6,46.2015878,6.1556007
960,Eat Me Restaurant Geneva,ChIJrQ2Q30lljEcR7vqI9O4vM90,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",3,4.5,232,"Rue Zurlinden 6, Genève",8FR86535+9C,46.2034532,6.1585406
961,Alive,ChIJf4plBDFljEcRvmX1kJqNYD0,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.4,279,"Rue des Barques 2, Genève",8FR86534+G6,46.203803,6.1555914
962,The Hamburger Foundation - Eaux-Vives,ChIJD64mr9dljEcROdb9ss1m8Sw,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.1,180,"Rue des Eaux-Vives 21, Genève",8FR86535+J5,46.2040025,6.1579017
963,Da Paolo,ChIJB3MxxTBljEcRduCOecxA12c,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.4,1409,"Rue du Lac 3, Genève",8FR86534+VV,46.2047021,6.1571344
964,Restaurant le Bdm,ChIJO4VcfMB6jEcRY5MZOgu1Cu0,"['restaurant', 'food', 'point_of_interest', 'establishment']",,3.6,23,"Rte de Vessy 16, Genève",8FR855H5+W3,46.1799122,6.1577677
965,Restaurant Il Mirtillo,ChIJq1cUaOp6jEcR48CzXIG7DcY,"['meal_takeaway', 'meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",3,4.3,204,"Rte de Veyrier 130, Vessy",8FR855G3+MH,46.17669,6.153916
966,Restaurant Drizia Miremont,ChIJTbkYLcF6jEcRicpVUKtY6OE,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.4,168,"Rte de Vessy 6, Genève",8FR855M4+25,46.1825776,6.1555279
967,Café Restaurant CITE-JARDIN + Pizzeria CITE-JARDIN,ChIJf_Eh5cd6jEcR1IKdbolRp_c,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,4.2,147,"Av. de Miremont 46, Genève",8FR855P5+MM,46.1866327,6.1592219
968,Le Jardin - Restaurant de la Communauté Israélite de Genève,ChIJV5-h4Jt6jEcRNJwr2_A1Jfc,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.5,42,"Av. Dumas 21, Genève",8FR855R4+8G,46.1908305,6.1563465
969,Le Grand Café,ChIJYVfwOjRljEcRt2tMLIXBTT8,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.2,100,"Rue du Vieux-Marché 8, Genève",8FR86525+8P,46.2007519,6.1592853
970,Granola,ChIJq0F5gzNljEcRib_XMNbuWlQ,"['cafe', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']",,4.3,160,"Rue Adrien-Lachenal 15, Genève",8FR855X4+VG,46.1996378,6.1563472
971,Daje,ChIJYSFo8TNljEcRrRMm9hpAudg,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",,4.5,74,"Rue de la Terrassière 8, Genève",8FR86524+9J,46.2008891,6.1565719
972,Marcel,ChIJ2TL0NzFljEcREfpWiTs8R4A,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.2,460,"Rue des Eaux-Vives 3, Genève",8FR86534+5P,46.2029539,6.1568524
973,Piacere,ChIJhW5aU25ljEcRh_4gdMR6FjY,"['restaurant', 'food', 'point_of_interest', 'establishment']",,0,0,"Rue de la Scie 4, Genève",8FR86534+F2,46.2036522,6.1550068
974,ChefMezze | Lebanese & Mediterranean | Restaurant & Bar Chef Mezze,ChIJb2ZR7OBljEcRDo_3Hn2XYXE,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",,4.5,125,"Rue du 31 Décembre 8, Genève",8FR86535+W6,46.2048393,6.1580908
975,Chez Marino,ChIJT8QHNzFljEcRZCdQzXb3EzM,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.6,844,"Rue Muzy 22, Genève",8FR86534+7R,46.2031538,6.1570401
976,Restaurant Chez Fouad,ChIJSUw1sjZljEcRxOTEwPNr3xI,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.4,315,"Av. Pictet-de-Rochemont 7, Genève",8FR86525+X4,46.2024154,6.1577592
977,Qibi,ChIJ559zzDZljEcR9h1KUTrwlbA,"['meal_takeaway', 'meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,4.3,84,"Rue de la Mairie 2, Genève",8FR86535+83,46.2032767,6.1576637
978,Restaurant La Voile,ChIJS32JtDBljEcRCrLq7rDedZY,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.1,203,"Quai Gustave-Ador 24, Genève",8FR86545+55,46.2054977,6.1579978
979,Restaurant Pasargades,ChIJn1QQvmhljEcRXbi4z1-qpPc,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.6,134,"Rue Du-Roveray 14, Genève",8FR86545+3G,46.2052454,6.1588477
980,Maze Geneva - Mazecafes - Restaurant - Peruvian - 3 Playgrounds,ChIJjYAhcrRljEcRYT6OfFXbVEg,"['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment']",,4.4,44,"Rue du 31 Décembre 6, Genève",8FR86545+25,46.2050307,6.1579677
981,Auberge des Trois Bonheurs,ChIJx9lz_cp6jEcRcfmWQm82FyI,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",,4.2,98,"Rte de Florissant 39, Genève",8FR855V5+XH,46.1950729,6.1587435
982,Yehrbdh,ChIJp9nc2TRljEcRnE3JpZEfVLo,"['restaurant', 'food', 'point_of_interest', 'establishment']",,0,0,"Rue Michel-Chauvet 9, Genève",8FR855W5+XH,46.1974796,6.1588532
